effect_id,study_id,paper_doi,paper_title,citation,publication_year,experiment_year,country,location,latitude,longitude,broad_climate,koppen_climate,crop_as_reported,crop_core,season,residue_as_reported,pathway,outcome,outcome_unit,treatment_arm,control_arm,treatment_mean,control_mean,treatment_sd,control_sd,treatment_n,control_n,lnrr,variance_lnrr,percent_change,shared_control_group,source_locator,variance_provenance,analysis_tier,source_analysis_tier,tier_reconciliation,formal_decision,variance_origin_status,independence_resolution,sensitivity_note,quality_flags,system_boundary,gwp_version,soc_measure,soil_depth,water_regime,nitrogen_rate,extraction_method
dong_2024_CH4_2017_N2C3_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2017,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,CH4,kg CH4 ha-1 per rice season,N2C3,N2C0,240.02,225.85,48.4627815958,34.7969007241,3,3,0.0608511911027,0.0215020172148,6.27407571397,dong_2024_2017_N2C0_CH4,"Table 2, p. 6","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2015_N1C1_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2015,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N1C1,N1C0,1.05,1.15,0.502294734195,0.277128129211,3,3,-0.0909717782057,0.0956384570211,-8.69565217391,dong_2024_2015_N1C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2015_N1C2_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2015,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N1C2,N1C0,1.2,1.15,0.190525588833,0.277128129211,3,3,0.0425596144188,0.0277600556606,4.34782608696,dong_2024_2015_N1C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2015_N1C3_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2015,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N1C3,N1C0,1.47,1.15,0.381051177665,0.277128129211,3,3,0.245500458415,0.041755352759,27.8260869565,dong_2024_2015_N1C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2016_N1C1_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2016,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N1C1,N1C0,1.07,0.78,0.190525588833,0.207846096908,3,3,0.316120007772,0.0342372476654,37.1794871795,dong_2024_2016_N1C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2016_N1C2_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2016,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N1C2,N1C0,0.85,0.78,0.173205080757,0.207846096908,3,3,0.0859424298007,0.0375094695031,8.97435897436,dong_2024_2016_N1C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2016_N1C3_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2016,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N1C3,N1C0,0.78,0.78,0.138564064606,0.207846096908,3,3,0,0.034188034188,0,dong_2024_2016_N1C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2017_N1C1_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2017,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N1C1,N1C0,0.87,1.13,0.294448637287,0.207846096908,3,3,-0.261479700058,0.0494593706367,-23.0088495575,dong_2024_2017_N1C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2017_N1C2_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2017,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N1C2,N1C0,1.1,1.13,0.519615242271,0.207846096908,3,3,-0.0269074529199,0.0856574775298,-2.65486725664,dong_2024_2017_N1C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2017_N1C3_vs_N1C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2017,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N1C3,N1C0,0.75,1.13,0.103923048454,0.207846096908,3,3,-0.409899705176,0.0176773122406,-33.6283185841,dong_2024_2017_N1C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,120.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2015_N2C1_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2015,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N2C1,N2C0,1.45,1.43,0.311769145362,0.155884572681,3,3,0.0138891121607,0.0193712998127,1.3986013986,dong_2024_2015_N2C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2015_N2C2_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2015,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N2C2,N2C0,1.45,1.43,0.0692820323028,0.155884572681,3,3,0.0138891121607,0.00472207270208,1.3986013986,dong_2024_2015_N2C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2015_N2C3_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2015,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N2C3,N2C0,1.1,1.43,0.103923048454,0.155884572681,3,3,-0.262364264467,0.00693628050271,-23.0769230769,dong_2024_2015_N2C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2016_N2C1_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2016,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N2C1,N2C0,0.93,0.54,0.103923048454,0.0173205080757,3,3,0.543615446589,0.00450526643343,72.2222222222,dong_2024_2016_N2C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2016_N2C2_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2016,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N2C2,N2C0,0.56,0.54,0.0346410161514,0.0173205080757,3,3,0.0363676441709,0.0016184457322,3.7037037037,dong_2024_2016_N2C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
dong_2024_N2O_2016_N2C3_vs_N2C0,dong_harbin_2015_2017,10.3390/agronomy14123050,Biochar: An Option to Maintain Rice Yield and Mitigate Greenhouse Gas Emissions from Rice Fields in Northeast China,Dong et al. 2024,2024,2016,China,"Minzhu, Harbin, Heilongjiang",45.8167,126.8,northern temperate,,rice,rice,single rice season,rice straw,biochar_return,N2O,kg N2O ha-1 per rice season,N2C3,N2C0,0.68,0.54,0.0346410161514,0.0173205080757,3,3,0.230523658612,0.00120798743123,25.9259259259,dong_2024_2016_N2C0_N2O,"Table 3, p. 8","primary table mean ± SE, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SE,A_primary_exact_table_mean_SE,,ADMIT_N_MATCHED_FIXED_FIELD_TRIAL_SHARED_CONTROLS,documented_or_reconstructed,3 biochar subplots share C0 within each N stratum and year; 2015-2017 are repeated measurements of one fixed trial,GWP/GHGI are derived from CH4/N2O and should not be counted as independent endpoints; yearly effects and doses share plots/controls,,,,,,continuous flooding,180.0,automated transcription from primary numeric PDF table with row and anchor assertions
